All Grants,Earliest Award,Grants,Grants To Individuals,Grants To Organisations,Largest Amount,Largest Amount  (USD),Latest Award,Smallest Amount,Smallest Amount  (USD),Total Amount,Total Amount (USD),additional_active,additional_charitynumber,additional_companynumber,additional_dateregistered,additional_dateremoved,additional_last_modified,additional_latestincome,additional_latestincomedate,additional_linked_orgs,additional_linked_orgs_verified,additional_name,additional_organisationtype,additional_organisationtypeprimary,additional_orgids,additional_postalcode,additional_source,appears_as,name,org_ids,fund_url,organisationtypeprimary,other_names
,15-May-18,,,204,"£40,000",,15-May-24,"£1,000",,"£2,120,400",,TRUE,1202779,1605766,20/04/2023,,2025-12-01 01:08:12.011534+00:00,598336,31/12/2024,"GB-CHC-1202779, GB-COH-01605766, GB-CHC-247941","GB-CHC-1202779, GB-COH-01605766, GB-CHC-247941",WATES FOUNDATION LIMITED,"registered-charity, registered-charity-england-and-wales, registered-company, incorporated-charity",Registered Charity,"GB-CHC-1202779, GB-COH-01605766",KT22 7SW,ccew,"Funder, Publisher",Wates Foundation,"Org IDsGB-CHC-1202779, GB-COH-01605766, GB-CHC-247941",https://www.watesfoundation.org.uk,Registered Charity,Other Names used in the dataWATES FOUNDATION LIMITED
,19-Feb-14,,,"1,440","£304,161",,18-Nov-25,£100,,"£10,928,412",,TRUE,,,,,2024-03-01 01:01:01.387436+00:00,,,"GB-LAE-HNS, GB-UKLA-HNS, GB-SHPE-00AT","GB-LAE-HNS, GB-UKLA-HNS",London Borough of Hounslow,"local-authority, london-borough",Local Authority,GB-LAE-HNS,,lae,"Funder, Recipient, Publisher",London Borough of Hounslow,"Org IDsGB-LAE-HNS, GB-UKLA-HNS",,Local Authority,
,08-Jan-16,,,380,"£3,000,000",,24-Oct-23,£500,,"£18,379,105",,TRUE,1179912,11559926,13/09/2018,,2025-12-01 01:08:12.011534+00:00,2428082,30/11/2024,"GB-CHC-1179912, GB-COH-11559926, GB-CHC-216291","GB-CHC-1179912, GB-COH-11559926",THE RAYNE FOUNDATION,"registered-charity, registered-charity-england-and-wales, registered-company, incorporated-charity",Registered Charity,"GB-CHC-1179912, GB-COH-11559926",W1T 6DB,ccew,"Funder, Publisher",The Rayne Foundation,"Org IDsGB-CHC-1179912, GB-COH-11559926",http://www.raynefoundation.org.uk/,Registered Charity,Other Names used in the dataTHE RAYNE FOUNDATION
,26-Sep-01,,,623,"£1,000,000",,30-Oct-25,£222,,"£29,221,111",,TRUE,1075920,,10/06/1999,,2025-12-01 01:08:12.011534+00:00,6682870,05/04/2024,GB-CHC-1075920,GB-CHC-1075920,THE INDIGO TRUST,"registered-charity, registered-charity-england-and-wales, trust",Registered Charity,GB-CHC-1075920,SW1V 1AP,ccew,"Funder, Recipient, Publisher",Indigo Trust,Org IDsGB-CHC-1075920,https://www.indigotrust.org.uk,Registered Charity,Other Names used in the dataTHE INDIGO TRUST
,01-Apr-18,,,"2,326","£659,185",,16-May-25,£25,,"£89,360,878",,TRUE,1110522,5434524,21/07/2005,,2025-12-01 01:08:12.011534+00:00,54052000,31/03/2024,"GB-CHC-1110522, GB-SC-SC044246, GB-COH-05434524, XI-ROR-04zay9103, XI-GRID-grid.501146.7, XI-WIKIDATA-Q15621299","GB-CHC-1110522, GB-COH-05434524",THE TRUSSELL TRUST,"registered-charity, registered-charity-england-and-wales, registered-company, incorporated-charity",Registered Charity,"GB-CHC-1110522, GB-COH-05434524",SP2 7HL,ccew,"Funder, Recipient, Publisher",Trussell,"Org IDsGB-CHC-1110522, GB-COH-05434524",https://www.trusselltrust.org,Registered Charity,Other Names used in the dataTHE TRUSSELL TRUST
,01-Apr-22,,,63,"£35,000",,01-Feb-24,£280,,"£674,716",,TRUE,,,,,2025-12-01 01:00:59.108298+00:00,,,"GB-GOR-EA71, GB-GOVUK-the-national-archives","GB-GOR-EA71, GB-GOVUK-the-national-archives",The National Archives,government-organisation,Government Organisation,"GB-GOR-EA71, GB-GOVUK-the-national-archives",,gor,"Funder, Recipient",The National Archives,"Org IDsGB-GOR-EA71, GB-GOVUK-the-national-archives",https://www.gov.uk/government/organisations/the-national-archives,Government Organisation,
,29-Aug-19,,,242,"£36,000",,29-Apr-25,£641,,"£2,081,827",,TRUE,1179847,11145243,07/09/2018,,2025-12-01 01:08:12.011534+00:00,444000,31/12/2024,"GB-CHC-1179847, GB-COH-11145243","GB-CHC-1179847, GB-COH-11145243",Alex Ferry Foundation,"registered-charity, registered-charity-england-and-wales, registered-company, incorporated-charity",Registered Charity,"GB-CHC-1179847, GB-COH-11145243",SE1 7HB,ccew,"Funder, Recipient, Publisher",Alex Ferry Foundation,"Org IDsGB-CHC-1179847, GB-COH-11145243",https://www.ferryfoundation.org.uk,Registered Charity,
,01-Apr-15,,,"1,357",,,31-Mar-25,,,,,TRUE,1009195,,04/03/1992,,2025-12-01 01:08:12.011534+00:00,22529771,31/03/2024,GB-CHC-1009195,GB-CHC-1009195,THE PEARS FAMILY CHARITABLE FOUNDATION,"registered-charity, registered-charity-england-and-wales, trust",Registered Charity,GB-CHC-1009195,NW6 1SD,ccew,"Funder, Recipient, Publisher",Pears Foundation,Org IDsGB-CHC-1009195,https://www.pearsfoundation.org.uk,Registered Charity,Other Names used in the dataTHE PEARS FAMILY CHARITABLE FOUNDATION
,24-Apr-18,,,92,"£33,000",,04-Jun-25,£200,,"£117,000",,TRUE,1091658,,17/04/2002,,2025-12-01 01:08:12.011534+00:00,17917,31/03/2024,GB-CHC-1091658,GB-CHC-1091658,MERCERS' SCHOOL MEMORIAL TRUST (INCORPORATING THE MERRETT BEQUEST),"registered-charity, registered-charity-england-and-wales",Registered Charity,GB-CHC-1091658,EC2R 8AB,ccew,Funder,MERCERS' SCHOOL MEMORIAL TRUST (INCORPORATING THE MERRETT BEQUEST),Org IDsGB-CHC-1091658,https://www.mercers.co.uk,Registered Charity,Other Names used in the dataMercers' School Memorial Trust (Incorporating the Merrett Bequest)
,09-Apr-19,,,"1,567","£924,535",,13-Mar-25,£80,,"£81,890,837",,TRUE,237725,,16/10/1964,,2025-12-01 01:08:12.011534+00:00,10973000,31/03/2024,GB-CHC-237725,GB-CHC-237725,JOHN LYON'S CHARITY,"registered-charity, registered-charity-england-and-wales",Registered Charity,GB-CHC-237725,WC2R 0AA,ccew,"Funder, Recipient, Publisher",John Lyon's Charity,Org IDsGB-CHC-237725,https://www.jlc.london,Registered Charity,Other Names used in the dataJOHN LYON'S CHARITY
,10-Mar-21,,,178,"£44,120,400",,01-Mar-24,"£1,560",,"£106,104,504",,,,,,,,,,,,,,,,,,Funder,Department for Business and Trade,Org IDsGB-GOR-D1382,,,
,01-Jun-21,,,64,"£540,000",,19-May-25,"£4,950",,"£7,808,178",,TRUE,1199596,13792350,08/07/2022,,2025-12-01 01:08:12.011534+00:00,5499235,31/03/2024,"GB-CHC-1199596, GB-COH-13792350","GB-CHC-1199596, GB-COH-13792350",MISSION44,"registered-charity, registered-charity-england-and-wales, registered-company, incorporated-charity",Registered Charity,"GB-CHC-1199596, GB-COH-13792350",EC2A 3AY,ccew,"Funder, Publisher",Mission 44,"Org IDsGB-CHC-1199596, GB-COH-13792350",https://mission44.org/home/,Registered Charity,Other Names used in the dataMISSION44
,01-Apr-17,,,995,"£285,914",,01-Apr-21,£68,,"£9,345,135",,TRUE,,,01/04/1974,,2024-03-01 01:01:01.407521+00:00,,,"GB-LAE-MAN, XI-ROR-0558q2529, GB-UKLA-MAN, GB-SHPE-00BN, XI-GRID-grid.421109.f, XI-WIKIDATA-Q2302252","GB-LAE-MAN, GB-UKLA-MAN",Manchester City Council,"local-authority, metropolitan-district",Local Authority,GB-LAE-MAN,,lae,"Funder, Recipient, Publisher",Manchester City Council,"Org IDsGB-LAE-MAN, GB-UKLA-MAN",,Local Authority,
,16-Mar-20,,,24,"£10,000",,16-Mar-20,"£1,032",,"£169,804",,,,,,,,,,,,,,,,,,"Funder, Publisher",Thrive LDN,Org IDs360G-ThriveLDN,,,
,11-Jan-24,,,"1,791","£26,233",,30-Dec-24,£3,,"£1,006,484",,TRUE,1123800,6502266,21/04/2008,,2025-12-01 01:08:12.011534+00:00,1387710,30/06/2024,"GB-CHC-1123800, GB-COH-06502266","GB-CHC-1123800, GB-COH-06502266",MAKING A DIFFERENCE LOCALLY LTD,"registered-charity, registered-charity-england-and-wales, registered-company, incorporated-charity",Registered Charity,"GB-CHC-1123800, GB-COH-06502266",DN15 9GE,ccew,"Funder, Publisher",Making a Difference Locally,"Org IDsGB-CHC-1123800, GB-COH-06502266",https://www.nisalocally.co.uk/community/,Registered Charity,Other Names used in the dataMAKING A DIFFERENCE LOCALLY LTD; Making A Difference Locally
,27-Mar-20,,,"1,092","£322,737",,08-Sep-25,£250,,"£11,333,101",,TRUE,1103314,4998990,21/04/2004,,2025-12-01 01:08:12.011534+00:00,6053749,31/03/2024,"GB-CHC-1103314, GB-COH-04998990, GB-CHC-1106206","GB-CHC-1103314, GB-COH-04998990",CAMBRIDGESHIRE COMMUNITY FOUNDATION,"registered-charity, registered-charity-england-and-wales, registered-company, incorporated-charity",Registered Charity,"GB-CHC-1103314, GB-COH-04998990",CB5 8TG,ccew,"Funder, Recipient, Publisher",Cambridgeshire Community Foundation,"Org IDsGB-CHC-1103314, GB-COH-04998990",https://www.cambscf.org.uk,Registered Charity,Other Names used in the dataCAMBRIDGESHIRE COMMUNITY FOUNDATION
70,22-Feb-23,48,,,"£1,000",,22-Dec-23,£400,,"£44,754",,TRUE,1117848,4671318,06/02/2007,,2025-12-01 01:08:12.011534+00:00,2715806,31/12/2023,"GB-CHC-1117848, GB-COH-04671318","GB-CHC-1117848, GB-COH-04671318",MANCHESTER PRIDE LIMITED,"registered-charity, registered-charity-england-and-wales, registered-company, incorporated-charity",Registered Charity,"GB-CHC-1117848, GB-COH-04671318",M1 3LD,ccew,"Funder, Recipient, Publisher",Manchester Pride,"Org IDsGB-CHC-1117848, GB-COH-04671318",https://www.manchesterpride.com,Registered Charity,Other Names used in the dataMANCHESTER PRIDE LIMITED
,30-Jan-23,,,35,"£135,398",,12-Jul-23,"£1,000",,"£1,306,666",,TRUE,1110817,5234236,10/08/2005,,2025-12-01 01:08:12.011534+00:00,8278000,31/12/2024,"GB-CHC-1110817, GB-COH-05234236","GB-CHC-1110817, GB-COH-05234236",NORFOLK COMMUNITY FOUNDATION,"registered-charity, registered-charity-england-and-wales, registered-company, incorporated-charity",Registered Charity,"GB-CHC-1110817, GB-COH-05234236",NR3 1SL,ccew,"Funder, Recipient, Publisher",Norfolk Community Foundation,"Org IDsGB-CHC-1110817, GB-COH-05234236",https://www.norfolkfoundation.com,Registered Charity,Other Names used in the dataNORFOLK COMMUNITY FOUNDATION
,18-Jan-13,,,555,"£18,259",,19-Jun-24,£110,,"£1,291,437",,TRUE,,,01/04/1974,,2024-03-01 01:01:01.401373+00:00,,,"GB-LAE-TRF, GB-UKLA-TRF","GB-LAE-TRF, GB-UKLA-TRF",Trafford Metropolitan Borough Council,"local-authority, metropolitan-district",Local Authority,GB-LAE-TRF,,lae,"Funder, Recipient, Publisher",Trafford Metropolitan Borough Council,"Org IDsGB-LAE-TRF, GB-UKLA-TRF",,Local Authority,
"4,056",01-Apr-16,"3,808",,,"£624,192",,30-Sep-25,£15,,"£21,818,905",,TRUE,1111600,5442921,07/10/2005,,2025-12-01 01:08:12.011534+00:00,2273000,31/03/2024,"GB-CHC-1111600, GB-COH-05442921, GB-CHC-222360, GB-CHC-1046253","GB-CHC-1111600, GB-COH-05442921",COMMUNITY FOUNDATION FOR SURREY,"registered-charity, registered-charity-england-and-wales, registered-company, incorporated-charity",Registered Charity,"GB-CHC-1111600, GB-COH-05442921",GU21 6QX,ccew,"Funder, Recipient, Publisher",Community Foundation for Surrey,"Org IDsGB-CHC-1111600, GB-COH-05442921",https://www.cfsurrey.org.uk,Registered Charity,Other Names used in the dataCOMMUNITY FOUNDATION FOR SURREY
,01-Mar-08,,,444,"£14,166,120",,05-Apr-25,"£1,000",,"£216,149,183",,TRUE,1145988,7905861,20/02/2012,,2025-12-01 01:08:12.011534+00:00,572056000,30/06/2024,"GB-CHC-1145988, GB-COH-07905861","GB-CHC-1145988, GB-COH-07905861",LLOYD'S REGISTER FOUNDATION,"registered-charity, registered-charity-england-and-wales, registered-company, incorporated-charity",Registered Charity,"GB-CHC-1145988, GB-COH-07905861",EC3M 4BS,ccew,"Funder, Publisher",Lloyd's Register Foundation,"Org IDsGB-CHC-1145988, GB-COH-07905861",https://www.lr.org,Registered Charity,Other Names used in the dataLLOYD'S REGISTER FOUNDATION
,03-May-18,,,383,"£349,609",,03-Sep-25,"£1,750",,"£29,524,828",,TRUE,1087167,,26/06/2001,,2025-12-01 01:08:12.011534+00:00,4661000,31/03/2024,GB-CHC-1087167,GB-CHC-1087167,CHARITY OF SIR RICHARD WHITTINGTON,"registered-charity, registered-charity-england-and-wales",Registered Charity,GB-CHC-1087167,EC2R 8AB,ccew,Funder,CHARITY OF SIR RICHARD WHITTINGTON,Org IDsGB-CHC-1087167,https://www.mercers.co.uk,Registered Charity,Other Names used in the dataThe Charity of Sir Richard Whittington
,20-Jun-23,,,141,"£600,000",,08-Jul-25,"£2,730",,"£15,146,527",,TRUE,287077,,25/05/1983,,2025-12-01 01:08:12.011534+00:00,7996000,05/04/2024,GB-CHC-287077,GB-CHC-287077,THE LINBURY TRUST,"registered-charity, registered-charity-england-and-wales, trust",Registered Charity,GB-CHC-287077,SW1V 1AP,ccew,"Funder, Recipient, Publisher",The Linbury Trust,Org IDsGB-CHC-287077,https://www.linburytrust.org.uk,Registered Charity,Other Names used in the dataTHE LINBURY TRUST
,01-Apr-17,,,135,"£3,136,929",,05-Mar-19,"£3,162",,"£54,453,507",,TRUE,1036733,,19/04/1994,,2025-12-01 01:08:12.011534+00:00,803065402,31/03/2024,GB-CHC-1036733,GB-CHC-1036733,THE ARTS COUNCIL OF ENGLAND,"registered-charity, registered-charity-england-and-wales",Registered Charity,GB-CHC-1036733,M1 1FN,ccew,"Funder, Recipient, Publisher",Arts Council England,Org IDsGB-CHC-1036733,https://www.artscouncil.org.uk,Registered Charity,Other Names used in the dataTHE ARTS COUNCIL OF ENGLAND
,01-Apr-22,,,220,"£5,799,096",,21-Mar-24,"£-390,000",,"£87,670,939",,,,,,,,,,,,,,,,,,Funder,Mayor's Office for Policing and Crime,Org IDsGB-LAE-GLA-MOPAC,,,
,01-May-20,,,14,"£20,000",,01-May-20,"£2,620",,"£118,326",,TRUE,205856,6928467,16/04/1962,,2025-12-01 01:08:12.011534+00:00,1964981,31/03/2025,"GB-CHC-205856, GB-COH-06928467, GB-SHPE-A1789","GB-CHC-205856, GB-COH-06928467",HAMMERSMITH UNITED CHARITIES,"registered-charity, registered-charity-england-and-wales, registered-company, incorporated-charity",Registered Charity,"GB-CHC-205856, GB-COH-06928467",W6 0AS,ccew,"Funder, Recipient, Publisher",Hammersmith United Charities,"Org IDsGB-CHC-205856, GB-COH-06928467",https://www.hamunitedcharities.org.uk,Registered Charity,Other Names used in the dataHAMMERSMITH UNITED CHARITIES
,22-Feb-18,,,517,,,04-Dec-24,,,,,,,,,,,,,,,,,,,,,"Funder, Publisher",Unbound Philanthropy,Org IDsUS-EIN-83-0411606,,,
,05-Dec-22,,,92,"£4,258,975",,14-Feb-25,£360,,"£15,534,772",,TRUE,,,08/06/1905,,2024-03-01 01:01:01.403661+00:00,,,"GB-LAE-SHF, XI-ROR-05mm5v065, GB-UKLA-SHF, GB-SHPE-00CG, XI-GRID-grid.422149.8, XI-WIKIDATA-Q7492609","GB-LAE-SHF, GB-UKLA-SHF",Sheffield City Council,"local-authority, metropolitan-district",Local Authority,GB-LAE-SHF,,lae,"Funder, Recipient, Publisher",Sheffield City Council,"Org IDsGB-LAE-SHF, GB-UKLA-SHF",,Local Authority,
,08-Oct-19,,,905,"£350,000",,12-Jun-25,"£1,020",,"£20,203,801",,TRUE,266780,1150304,29/01/1974,,2025-12-01 01:08:12.011534+00:00,6197747,31/03/2024,"GB-CHC-266780, GB-SC-SC043840, GB-COH-01150304","GB-CHC-266780, GB-COH-01150304",THE ARCHITECTURAL HERITAGE FUND,"registered-charity, registered-charity-england-and-wales, registered-company, incorporated-charity",Registered Charity,"GB-CHC-266780, GB-COH-01150304",E1 6AQ,ccew,"Funder, Recipient, Publisher",Architectural Heritage Fund,"Org IDsGB-CHC-266780, GB-COH-01150304",https://www.ahfund.org.uk,Registered Charity,Other Names used in the dataTHE ARCHITECTURAL HERITAGE FUND
,05-May-21,,,57,"£29,565",,10-Feb-25,£760,,"£470,933",,TRUE,1113488,5697763,29/03/2006,,2025-12-01 01:08:12.011534+00:00,422625,31/12/2024,"GB-CHC-1113488, GB-COH-05697763","GB-CHC-1113488, GB-COH-05697763",THE WORSHIPFUL COMPANY OF INFORMATION TECHNOLOGISTS CHARITY,"registered-charity, registered-charity-england-and-wales, registered-company, incorporated-charity",Registered Charity,"GB-CHC-1113488, GB-COH-05697763",EC1A 7JN,ccew,"Funder, Recipient, Publisher",WCIT Charity,"Org IDsGB-CHC-1113488, GB-COH-05697763",https://www.wcit.org.uk,Registered Charity,Other Names used in the dataTHE WORSHIPFUL COMPANY OF INFORMATION TECHNOLOGISTS CHARITY
,01-Apr-04,,,"285,139","£214,340,846",,30-Jun-25,£1,,"£12,340,056,618",,TRUE,,,,,2025-12-01 01:00:59.102546+00:00,,,"GB-GOR-PB188, GB-GOVUK-big-lottery-fund, XI-ROR-034wa7719, XI-GRID-grid.450491.d, XI-WIKIDATA-Q4905974","GB-GOR-PB188, GB-GOVUK-big-lottery-fund",Big Lottery Fund,government-organisation,Government Organisation,"GB-GOR-PB188, GB-GOVUK-big-lottery-fund",,gor,"Funder, Publisher",The National Lottery Community Fund,"Org IDsGB-GOR-PB188, GB-GOVUK-big-lottery-fund",https://www.gov.uk/government/organisations/big-lottery-fund,Government Organisation,Other Names used in the dataBig Lottery Fund
,08-Apr-15,,,"3,804","£200,000",,31-Mar-24,£40,,"£14,773,335",,TRUE,1123126,6504318,07/03/2008,,2025-12-01 01:08:12.011534+00:00,2334727,31/03/2024,"GB-CHC-1123126, GB-COH-06504318, GB-CHC-309528, GB-CHC-204379, GB-CHC-267337, GB-CHC-277932, GB-CHC-285097, GB-CHC-326516, GB-CHC-1072993","GB-CHC-1123126, GB-COH-06504318",THE COMMUNITY FOUNDATION FOR WILTSHIRE & SWINDON,"registered-charity, registered-charity-england-and-wales, registered-company, incorporated-charity",Registered Charity,"GB-CHC-1123126, GB-COH-06504318",SN10 1JT,ccew,"Funder, Recipient, Publisher",Wiltshire and Swindon Community Foundation,"Org IDsGB-CHC-1123126, GB-COH-06504318",https://www.wscf.org.uk,Registered Charity,Other Names used in the dataTHE COMMUNITY FOUNDATION FOR WILTSHIRE & SWINDON; Wiltshire Community Foundation
,04-Aug-17,,,"36,574","£7,500,000",,01-Nov-24,£283,,"£137,234,045",,TRUE,,IP00525R,01/01/1981,,2025-11-29 02:09:33.854370+00:00,,,"GB-MPR-525R, GB-COH-IP00525R",GB-COH-IP00525R,CO-OPERATIVE GROUP LIMITED,"registered-society, registered-company",Registered Society,GB-COH-IP00525R,,companies,"Funder, Publisher",Co-operative Group,Org IDsGB-COH-IP00525R,https://www.co-operative.coop/,Registered Society,Other Names used in the dataCO-OPERATIVE GROUP LIMITED
,01-Apr-12,,,"37,291","£53,333,333",,17-Jan-25,"£-2,000,000",,"£3,663,771,272",,TRUE,,,,,2025-12-01 01:00:59.112162+00:00,,,"GB-GOR-D7, GB-GOVUK-department-for-environment-food-rural-affairs","GB-GOR-D7, GB-GOVUK-department-for-environment-food-rural-affairs","Department for Environment, Food & Rural Affairs",government-organisation,Government Organisation,"GB-GOR-D7, GB-GOVUK-department-for-environment-food-rural-affairs",,gor,Funder,"Department for Environment, Food & Rural Affairs","Org IDsGB-GOR-D7, GB-GOVUK-department-for-environment-food-rural-affairs",https://www.gov.uk/government/organisations/department-for-environment-food-rural-affairs,Government Organisation,"Other Names used in the dataDepartment for Environment, Food and Rural Affairs"
,25-Jan-18,,,272,"£140,000",,21-Nov-24,£200,,"£3,960,080",,TRUE,1126007,6648896,23/09/2008,,2025-12-01 01:08:12.011534+00:00,1910321,31/12/2024,"GB-CHC-1126007, GB-COH-06648896","GB-CHC-1126007, GB-COH-06648896",WATES FAMILY ENTERPRISE TRUST,"registered-charity, registered-charity-england-and-wales, registered-company, incorporated-charity",Registered Charity,"GB-CHC-1126007, GB-COH-06648896",KT22 7SW,ccew,"Funder, Publisher",Wates Family Enterprise Trust,"Org IDsGB-CHC-1126007, GB-COH-06648896",https://watesgiving.org.uk,Registered Charity,Other Names used in the dataWATES FAMILY ENTERPRISE TRUST
,17-Mar-20,,,533,"£15,000",,20-Aug-20,£200,,"£2,247,621",,TRUE,NIC105105,,21/04/2016,,2025-12-01 01:07:54.448916+00:00,6700555,31/03/2024,GB-NIC-105105,GB-NIC-105105,The Community Foundation for Northern Ireland,"registered-charity, registered-charity-northern-ireland",Registered Charity,GB-NIC-105105,BT12 4HQ,ccni,"Funder, Recipient, Publisher",Community Foundation for Northern Ireland,Org IDsGB-NIC-105105,http://www.communityfoundationni.org,Registered Charity,Other Names used in the dataThe Community Foundation for Northern Ireland
242,05-Apr-18,150,,,"£90,914",,25-Aug-25,£100,,"£986,402",,TRUE,1111360,,19/09/2005,,2025-12-01 01:08:12.011534+00:00,14743,31/03/2025,GB-CHC-1111360,GB-CHC-1111360,HASLEMERE SCHOOLS CHARITY,"registered-charity, registered-charity-england-and-wales",Registered Charity,GB-CHC-1111360,GU27 1DU,ccew,Funder,HASLEMERE SCHOOLS CHARITY,Org IDsGB-CHC-1111360,,Registered Charity,Other Names used in the dataBarking & Dagenham Giving
,29-May-18,,,227,,,03-Sep-25,,,,,TRUE,1107412,,22/12/2004,,2025-12-01 01:08:12.011534+00:00,38127,31/03/2024,GB-CHC-1107412,GB-CHC-1107412,THE MICHAEL AND BETTY LITTLE TRUST,"registered-charity, registered-charity-england-and-wales, trust",Registered Charity,GB-CHC-1107412,PO19 5QN,ccew,"Funder, Publisher",The Michael and Betty Little Trust,Org IDsGB-CHC-1107412,,Registered Charity,Other Names used in the dataTHE MICHAEL AND BETTY LITTLE TRUST; The Michael And Betty Little Trust
,11-Oct-21,,,10,"£18,500",,18-Feb-22,"£4,400",,"£103,075",,TRUE,SC041864,,02/11/2010,,2025-11-27 20:00:53.146099+00:00,404913,31/03/2025,"GB-SC-SC041864, GB-COH-SC385572",GB-SC-SC041864,Community Land Scotland,"registered-charity, registered-charity-scotland, registered-company, incorporated-charity",Registered Charity,GB-SC-SC041864,PA34 4AT,oscr,"Funder, Recipient",Community Land Scotland,Org IDsGB-SC-SC041864,http://www.communitylandscotland.org.uk,Registered Charity,
,01-Mar-16,,,111,"£1,500,000",,28-Oct-25,£500,,"£3,350,505",,TRUE,1010656,,28/04/1992,,2025-12-01 01:08:12.011534+00:00,412727,05/04/2025,GB-CHC-1010656,GB-CHC-1010656,STAPLES TRUST,"registered-charity, registered-charity-england-and-wales, trust",Registered Charity,GB-CHC-1010656,SW1V 1AP,ccew,"Funder, Publisher",Staples Trust,Org IDsGB-CHC-1010656,https://www.sfct.org.uk,Registered Charity,Other Names used in the dataSTAPLES TRUST
,30-Jan-20,,,119,"£600,000",,04-Jun-25,£750,,"£4,596,193",,TRUE,1076925,,06/08/1999,,2025-12-01 01:08:12.011534+00:00,1373488,05/04/2024,"GB-CHC-1076925, XI-ROR-02f9cz450, XI-GRID-grid.478569.1",GB-CHC-1076925,Brian Mercer Trust,"registered-charity, registered-charity-england-and-wales, trust",Registered Charity,GB-CHC-1076925,Lanca shi,ccew,"Funder, Publisher",Brian Mercer Trust,Org IDsGB-CHC-1076925,https://www.brianmercertrust.org,Registered Charity,
,01-Apr-17,,,"3,046","£28,163,251",,25-Mar-24,£57,,"£408,003,384",,TRUE,,,,,2025-12-01 01:00:59.111617+00:00,,,"GB-GOR-D17, GB-GOVUK-ministry-of-defence, XI-ROR-01bvxzn29, XI-GRID-grid.48862.30, XI-WIKIDATA-Q1143261, XI-WIKIDATA-Q5471272","GB-GOR-D17, GB-GOVUK-ministry-of-defence",Ministry of Defence,government-organisation,Government Organisation,"GB-GOR-D17, GB-GOVUK-ministry-of-defence",,gor,Funder,Ministry of Defence,"Org IDsGB-GOR-D17, GB-GOVUK-ministry-of-defence",https://www.gov.uk/government/organisations/ministry-of-defence,Government Organisation,
,01-Jun-19,,,126,"£729,570",,01-Jun-25,"£11,354",,"£12,622,841",,TRUE,SC040877,,29/09/2009,,2025-11-27 20:00:53.115042+00:00,3309850,31/12/2024,"GB-SC-SC040877, GB-COH-SC359717",GB-SC-SC040877,Aberdeen Group Charitable Trust,"registered-charity, registered-charity-scotland, registered-company, incorporated-charity",Registered Charity,GB-SC-SC040877,EH2 2LL,oscr,"Funder, Publisher",abrdn Financial Fairness Trust,Org IDsGB-SC-SC040877,http://www.financialfairness.org.uk,Registered Charity,Other Names used in the dataAberdeen Group Charitable Trust
,17-Jan-17,,,702,"£300,000",,24-Jun-25,"£2,000",,"£29,435,053",,,,,,,,,,,,,,,,,,"Funder, Publisher",William Grant Foundation,Org IDs360G-WilliamGrantFdn,,,
,01-Dec-15,,"47,215",,"£1,649",,29-Mar-24,£10,,"£13,806,260",,TRUE,214648,,25/01/1963,,2025-12-01 01:08:12.011534+00:00,2478796,31/03/2024,GB-CHC-214648,GB-CHC-214648,R L GLASSPOOL CHARITY TRUST,"registered-charity, registered-charity-england-and-wales",Registered Charity,GB-CHC-214648,E10 5FA,ccew,"Funder, Recipient, Publisher",R L Glasspool Charity Trust,Org IDsGB-CHC-214648,https://www.glasspool.org.uk,Registered Charity,Other Names used in the dataR L GLASSPOOL CHARITY TRUST
"21,487",29-Jan-10,"18,728",,,"£5,000,000",,10-Oct-25,£8,,"£135,034,107",,TRUE,SC022910,,07/09/1994,,2025-11-27 20:00:27.949868+00:00,31449000,31/03/2025,"GB-SC-SC022910, GB-COH-SC152949",GB-SC-SC022910,Foundation Scotland,"registered-charity, registered-charity-scotland, registered-company, incorporated-charity",Registered Charity,GB-SC-SC022910,EH8 8DL,oscr,"Funder, Recipient, Publisher",Foundation Scotland,Org IDsGB-SC-SC022910,http://www.foundationscotland.org.uk,Registered Charity,
,30-Jan-19,,,252,"£150,000",,13-Oct-25,"£1,000",,"£2,672,785",,TRUE,1202285,,10/03/2023,,2025-12-01 01:08:12.011534+00:00,355535,31/03/2024,"GB-CHC-1202285, GB-COH-CE031653, GB-CHC-1049907",GB-CHC-1202285,THE SHEARS FOUNDATION,"registered-charity, registered-charity-england-and-wales, charitable-incorporated-organisation, incorporated-charity, charitable-incorporated-organisation-foundation",Registered Charity,GB-CHC-1202285,NE3 1DD,ccew,"Funder, Publisher",The Shears Foundation,Org IDsGB-CHC-1202285,https://www.shearsfoundation.org,Registered Charity,Other Names used in the dataTHE SHEARS FOUNDATION
,06-Apr-20,,,872,"£1,400,000",,08-Aug-25,£100,,"£37,952,413",,TRUE,1138145,7350078,22/09/2010,,2025-12-01 01:08:12.011534+00:00,39512523,29/02/2024,"GB-CHC-1138145, GB-COH-07350078, GB-CHC-202026, GB-CHC-230159, GB-CHC-290859","GB-CHC-1138145, GB-COH-07350078",THE ROTHSCHILD FOUNDATION,"registered-charity, registered-charity-england-and-wales, registered-company, incorporated-charity",Registered Charity,"GB-CHC-1138145, GB-COH-07350078",HP18 0JZ,ccew,"Funder, Publisher",Rothschild Foundation,"Org IDsGB-CHC-1138145, GB-COH-07350078",https://www.rothschildfoundation.org.uk,Registered Charity,Other Names used in the dataTHE ROTHSCHILD FOUNDATION
